Email,Courses 1,Course 1 Section,Course 1 HW_No,Course 1 HW_Grade,Courses 2,Course 2 Section,Course 2 HW_No,Course 2 HW_Grade,Courses 3,Course 3 Section,Course 3 HW_No,Course 3 HW_Grade
ekr7262@lionstate.edu,CMPEN441,1,1,67,EE210,2,1,73,ECON102,1,1,61
gro1175@lionstate.edu,CMPSC360,2,1,62,EE311,2,1,83,EE211,1,1,92
fwi1167@lionstate.edu,CMPEN454,1,1,92,CMPSC360,2,1,71,EE212,2,1,92
fco4453@lionstate.edu,CMPEN454,2,1,81,ECON101,1,1,89,DS120,2,1,87
hho2415@lionstate.edu,DS220,1,1,98,CMPEN270,1,1,75,CMPEN431,1,1,63
dgl1808@lionstate.edu,STAT415,1,1,97,CMPEN431,1,1,70,CMPSC431W,1,1,99
dpr1912@lionstate.edu,ECON102,1,1,95,CMPEN351,2,1,71,CHEM110,1,1,97
gda4655@lionstate.edu,CMPSC132,1,1,78,CMPSC221,1,1,84,EE340,1,1,92
dgu3121@lionstate.edu,ECON101,1,1,84,CSE583,1,1,90,MATH141,2,1,60
gri9047@lionstate.edu,EE210,1,1,72,MATH231,1,1,90,CMPEN441,1,1,68
dka8555@lionstate.edu,CMPSC131,1,1,80,CMPEN331,1,1,80,EE340,1,1,69
fru9222@lionstate.edu,EE330,1,1,87,CMPEN454,1,1,79,CMPSC360,2,1,60
hco6423@lionstate.edu,CMPEN454,1,1,79,CMPSC497,2,1,99,CMPEN270,2,1,80
fan4600@lionstate.edu,CMPSC475,1,1,83,STAT415,2,1,61,CHEM111,2,1,69
ffe7299@lionstate.edu,CMPSC461,2,1,74,PHYS211,1,1,60,ECON101,1,1,75
gje9368@lionstate.edu,PHYS211,2,1,91,CMPEN331,2,1,80,CHEM110,2,1,75
dke5393@lionstate.edu,CMPEN411,2,1,97,MATH231,1,1,89,EE352,1,1,95
gha3078@lionstate.edu,CMPSC131,2,1,84,CMPSC221,2,1,71,PHYS213,2,1,99
gsc7459@lionstate.edu,IST128,2,1,69,IST558,1,1,68,CMPSC465,1,1,79
ebo8800@lionstate.edu,CMPSC465,2,1,89,EE211,2,1,66,PHYS214,2,1,70
dth9255@lionstate.edu,CMPSC360,1,1,89,EE353,2,1,64,CMPEN351,2,1,93
emu6564@lionstate.edu,PHYS212,1,1,67,EE212,1,1,91,STAT414,2,1,87
hha5390@lionstate.edu,STAT319,2,1,78,CSE583,2,1,75,CMPSC311,1,1,99
eha9004@lionstate.edu,ECON201,2,1,68,ECON102,2,1,97,CMPSC461,2,1,88
hma5409@lionstate.edu,CMPEN441,2,1,72,CMPSC448,2,1,70,ECON101,2,1,65
equ5569@lionstate.edu,IST110,2,1,97,CMPEN331,1,1,77,EE210,2,1,90
hwi7295@lionstate.edu,CMPSC431W,2,1,69,DS220,1,1,73,CMPSC461,2,1,77
ewa4239@lionstate.edu,CMPSC465,1,1,100,STAT318,1,1,92,ECON101,2,1,99
eku6733@lionstate.edu,CSE543,1,1,62,MATH141,2,1,100,EE352,1,1,61
dmo3632@lionstate.edu,CMPEN270,1,1,89,EE330,2,1,79,IST110,1,1,64
eru8875@lionstate.edu,CMPEN362,2,1,69,ECON101,2,1,81,CSE543,2,1,72
ewi7053@lionstate.edu,CMPEN270,1,1,73,ECON102,2,1,72,EE311,1,1,73
gpf4338@lionstate.edu,CSE583,1,1,98,CSE543,2,1,75,CMPSC475,1,1,82
dhi2046@lionstate.edu,CMPSC475,2,1,98,CMPSC431W,1,1,86,EE212,2,1,89
eor3911@lionstate.edu,CMPSC132,1,1,96,EE211,2,1,99,CMPSC431W,1,1,90
dar8112@lionstate.edu,CMPSC465,1,1,75,MATH140,1,1,69,EE352,2,1,67
gdo2323@lionstate.edu,CMPSC221,2,1,69,CMPSC475,2,1,65,EE320,2,1,66
dmo8469@lionstate.edu,CMPSC465,2,1,65,PHYS212,1,1,87,CMPSC360,2,1,91
djo7177@lionstate.edu,STAT415,1,1,64,CHEM111,2,1,90,PHYS213,2,1,76
dgo7552@lionstate.edu,MATH140,2,1,88,EE340,2,1,78,MATH231,2,1,78
iwe8564@lionstate.edu,CMPSC431W,2,1,95,EE211,1,1,83,DS220,2,1,89
dsw8653@lionstate.edu,STAT414,1,1,66,ECON101,2,1,79,STAT415,2,1,87
dsc8667@lionstate.edu,CMPEN351,1,1,100,ECON102,2,1,81,CMPSC461,2,1,65
hla2951@lionstate.edu,MATH140,2,1,60,CHEM110,2,1,66,CMPSC131,2,1,62
dwe7522@lionstate.edu,EE340,2,1,96,CMPSC497,1,1,100,EE212,2,1,96
fto3481@lionstate.edu,CMPSC465,1,1,95,MATH141,1,1,81,CMPSC448,2,1,65
fsc6641@lionstate.edu,CMPEN431,1,1,87,CMPEN270,1,1,72,CMPEN411,1,1,99
dsc6224@lionstate.edu,CMPSC461,2,1,60,EE211,1,1,93,PHYS212,2,1,70
est8109@lionstate.edu,CMPSC475,1,1,86,STAT318,1,1,60,STAT319,1,1,85
gtu8968@lionstate.edu,CMPEN441,1,1,76,IST128,2,1,62,ECON201,2,1,66
dca4962@lionstate.edu,IST128,1,1,62,CMPSC497,1,1,68,PHYS212,2,1,68
eke2974@lionstate.edu,CHEM112,2,1,62,CMPSC465,2,1,99,CMPEN362,2,1,96
fgo6601@lionstate.edu,MATH140,2,1,96,CHEM110,2,1,63,CHEM111,1,1,93
dau4671@lionstate.edu,EE210,1,1,65,CMPSC448,1,1,79,CHEM110,1,1,64
fst4172@lionstate.edu,CMPSC475,2,1,76,PHYS213,2,1,88,CMPEN270,1,1,69
ewu3608@lionstate.edu,EE211,2,1,73,MATH230,2,1,73,CHEM111,1,1,93
hha4579@lionstate.edu,PHYS214,2,1,99,EE210,2,1,88,DS220,2,1,61
gdi6403@lionstate.edu,EE330,2,1,86,EE352,2,1,86,STAT415,1,1,61
gho9279@lionstate.edu,PHYS212,1,1,83,EE210,2,1,80,PHYS214,1,1,68
hbe9043@lionstate.edu,CMPSC131,2,1,74,ECON101,1,1,73,EE330,1,1,83
dlu5342@lionstate.edu,IST110,1,1,92,CMPSC131,2,1,68,MATH141,2,1,73
fwi4093@lionstate.edu,CMPSC461,2,1,100,CHEM111,1,1,92,MATH231,1,1,82
gbo5236@lionstate.edu,CMPSC360,1,1,80,EE330,2,1,70,CMPSC448,2,1,64
eda1662@lionstate.edu,EE311,1,1,64,CMPSC497,1,1,79,MATH231,2,1,60
ero7419@lionstate.edu,EE211,1,1,75,CMPSC497,2,1,64,MATH231,1,1,88
eje5154@lionstate.edu,ECON102,1,1,97,EE352,1,1,99,CMPSC131,1,1,100
gsh4183@lionstate.edu,IST558,2,1,97,IST110,1,1,73,CMPEN441,1,1,99
dmo5043@lionstate.edu,CMPEN362,2,1,90,EE352,1,1,97,EE210,2,1,82
fho6099@lionstate.edu,CMPSC132,2,1,71,CMPEN441,1,1,73,CMPSC131,1,1,88
gri8843@lionstate.edu,CMPSC475,2,1,78,EE353,2,1,97,IST128,2,1,61
hmo1766@lionstate.edu,CMPSC360,1,1,92,EE212,1,1,77,CMPSC475,1,1,88
egr8661@lionstate.edu,ECON101,2,1,68,CMPSC497,1,1,71,DS220,1,1,60
emo9364@lionstate.edu,PHYS213,1,1,66,CMPSC360,2,1,94,CMPEN431,1,1,97
ego5088@lionstate.edu,STAT319,1,1,66,PHYS212,1,1,90,CMPSC461,1,1,68
dco3584@lionstate.edu,PHYS213,2,1,91,PHYS211,1,1,61,EE320,2,1,74
eos2514@lionstate.edu,CHEM110,1,1,93,CMPEN411,2,1,89,STAT318,1,1,76
ekr7111@lionstate.edu,CMPSC221,2,1,75,PHYS211,1,1,78,STAT415,2,1,99
ibl7919@lionstate.edu,EE210,2,1,64,CSE543,2,1,68,CMPSC497,1,1,62
dll1126@lionstate.edu,CHEM110,1,1,87,CMPEN454,1,1,66,STAT318,2,1,72
ghe6923@lionstate.edu,CSE583,2,1,65,CMPSC221,2,1,88,STAT415,2,1,99
dca7691@lionstate.edu,CHEM111,2,1,62,CMPEN454,2,1,96,CMPSC360,1,1,76
ema3198@lionstate.edu,EE340,2,1,87,CMPSC131,2,1,73,CHEM112,2,1,95
dko7141@lionstate.edu,CMPSC221,2,1,75,CMPEN441,1,1,96,PHYS211,2,1,95
gsc8857@lionstate.edu,MATH230,1,1,91,EE352,1,1,80,MATH140,1,1,65
gpo8007@lionstate.edu,PHYS213,2,1,86,CMPSC448,1,1,70,CMPEN431,2,1,97
esc3235@lionstate.edu,ECON102,1,1,84,MATH231,1,1,96,ECON201,2,1,93
dsc1531@lionstate.edu,ECON201,2,1,77,STAT319,2,1,84,PHYS214,2,1,72
era5006@lionstate.edu,CMPSC132,2,1,93,IST110,1,1,83,PHYS211,2,1,79
dos4686@lionstate.edu,MATH141,2,1,82,EE353,2,1,63,CMPSC465,2,1,100
ero6656@lionstate.edu,CSE583,2,1,85,IST128,2,1,65,STAT415,1,1,90
dsp8278@lionstate.edu,EE212,1,1,79,CMPSC448,1,1,96,EE330,1,1,87
dgu2182@lionstate.edu,CMPEN331,1,1,86,EE352,1,1,88,CMPSC497,2,1,95
dru6558@lionstate.edu,MATH141,1,1,70,CMPEN331,2,1,68,MATH230,2,1,67
era8695@lionstate.edu,EE353,1,1,74,CMPEN362,2,1,60,STAT319,2,1,92
gco1287@lionstate.edu,CSE583,2,1,73,CMPSC465,2,1,90,PHYS212,2,1,86
dau3899@lionstate.edu,EE311,2,1,93,EE210,1,1,61,DS120,2,1,82
gke6046@lionstate.edu,ECON101,1,1,98,CMPSC221,1,1,61,CMPEN454,2,1,75
hst8869@lionstate.edu,CMPEN270,1,1,73,CHEM110,1,1,64,EE211,1,1,89
hbo6532@lionstate.edu,EE311,2,1,83,EE211,2,1,75,MATH140,1,1,87
hdu6288@lionstate.edu,EE311,1,1,73,EE330,1,1,85,CMPSC221,2,1,60
dma2479@lionstate.edu,CHEM112,2,1,64,CMPEN362,2,1,61,EE320,2,1,90
esm5729@lionstate.edu,ECON201,1,1,61,STAT414,2,1,83,ECON102,2,1,94
emc1573@lionstate.edu,CMPEN362,1,1,98,STAT318,1,1,78,PHYS212,1,1,80
dre1763@lionstate.edu,EE210,2,1,100,PHYS212,1,1,63,ECON201,2,1,62
dwe1922@lionstate.edu,CHEM110,2,1,93,ECON101,2,1,88,CMPSC221,1,1,66
dha8330@lionstate.edu,CMPSC311,2,1,83,MATH141,2,1,72,CMPSC431W,1,1,84
evo3410@lionstate.edu,CMPEN441,2,1,94,MATH230,2,1,82,STAT414,2,1,80
gwa4795@lionstate.edu,EE320,1,1,78,PHYS214,2,1,69,EE352,1,1,68
dre1837@lionstate.edu,CMPSC431W,2,1,72,EE352,1,1,81,CMPSC448,1,1,65
dha4724@lionstate.edu,EE212,2,1,72,CHEM110,1,1,79,MATH230,1,1,63
dcr5796@lionstate.edu,MATH231,2,1,66,CMPEN431,1,1,77,CHEM111,1,1,78
fho3009@lionstate.edu,CMPSC311,1,1,88,CMPEN411,1,1,70,CMPSC497,1,1,70
ewi3696@lionstate.edu,MATH141,1,1,79,EE320,2,1,68,EE340,1,1,66
eba8031@lionstate.edu,EE212,1,1,74,CMPEN431,1,1,73,CHEM111,2,1,96
fru6436@lionstate.edu,CSE543,1,1,76,DS120,1,1,67,CMPSC131,2,1,98
ebl1301@lionstate.edu,EE352,2,1,92,CMPSC448,2,1,72,EE211,1,1,96
eef9004@lionstate.edu,MATH230,2,1,94,CMPEN351,1,1,72,IST128,2,1,92
ero4695@lionstate.edu,EE352,2,1,66,PHYS211,1,1,85,CSE543,2,1,81
dan1283@lionstate.edu,EE212,2,1,65,PHYS211,2,1,77,CMPEN362,1,1,97
dru1153@lionstate.edu,CMPSC132,1,1,72,CMPSC465,1,1,77,PHYS214,1,1,81
eja4563@lionstate.edu,CMPSC311,1,1,83,CMPSC461,2,1,98,CMPEN454,2,1,72
dfo8788@lionstate.edu,MATH230,1,1,67,CMPEN351,2,1,67,PHYS212,1,1,78
dsa5269@lionstate.edu,CMPEN441,2,1,88,DS220,2,1,78,STAT319,2,1,94
hko4058@lionstate.edu,CMPEN351,1,1,76,PHYS211,2,1,100,CMPEN411,1,1,67
dgi6063@lionstate.edu,CMPEN362,2,1,74,CMPEN351,2,1,93,IST110,1,1,62
ema6571@lionstate.edu,CHEM112,1,1,87,EE320,1,1,90,STAT318,2,1,93
gku4413@lionstate.edu,PHYS213,2,1,87,CHEM110,2,1,66,STAT318,1,1,80
gcu8420@lionstate.edu,CMPSC131,1,1,61,EE311,2,1,77,CMPSC360,1,1,87
djo8575@lionstate.edu,CMPEN431,2,1,75,CMPSC497,2,1,80,MATH230,2,1,91
hru3139@lionstate.edu,PHYS211,2,1,75,EE330,1,1,60,CMPEN331,1,1,98
fbe3368@lionstate.edu,PHYS213,1,1,86,CSE543,1,1,83,CMPSC431W,1,1,87
del6081@lionstate.edu,CMPEN331,2,1,63,CHEM111,2,1,91,EE352,2,1,78
fma3537@lionstate.edu,CMPSC132,2,1,92,STAT415,2,1,99,CMPSC497,2,1,69
fry4954@lionstate.edu,IST558,1,1,94,ECON102,2,1,72,CHEM110,2,1,73
dla7510@lionstate.edu,EE210,1,1,86,CMPEN411,1,1,66,STAT415,1,1,81
dfl8617@lionstate.edu,IST558,2,1,99,CMPSC360,2,1,96,EE353,1,1,63
